# log10mustar log10mustar_err log10lambda log10lambda_err
1.239308166503906250e+01 1.376948207616806030e-01 1.317038536071777344e+00 5.796775966882705688e-02
1.241901969909667969e+01 1.592993736267089844e-01 1.327136874198913574e+00 4.844592511653900146e-02
1.243348693847656250e+01 1.682714968919754028e-01 1.305717825889587402e+00 4.625898227095603943e-02
1.223983669281005859e+01 1.264256685972213745e-01 1.315118670463562012e+00 5.460238456726074219e-02
1.238692092895507812e+01 1.708191037178039551e-01 1.319902539253234863e+00 5.945326760411262512e-02
1.251796150207519531e+01 1.432568728923797607e-01 1.358132958412170410e+00 4.713627696037292480e-02
1.241887569427490234e+01 1.324685513973236084e-01 1.302758455276489258e+00 5.696414411067962646e-02
1.212662315368652344e+01 1.803059875965118408e-01 1.305061936378479004e+00 4.805260896682739258e-02
1.246922588348388672e+01 9.857529401779174805e-02 1.321485519409179688e+00 5.428386107087135315e-02
1.250688648223876953e+01 1.207094714045524597e-01 1.325574398040771484e+00 4.627757892012596130e-02
1.222417259216308594e+01 8.316901326179504395e-02 1.307679653167724609e+00 4.882529750466346741e-02
1.235855674743652344e+01 2.069421261548995972e-01 1.311900019645690918e+00 6.238971650600433350e-02
1.237679100036621094e+01 1.603914946317672729e-01 1.326200127601623535e+00 6.601350754499435425e-02
1.231194400787353516e+01 1.022349968552589417e-01 1.355510950088500977e+00 7.481825351715087891e-02
1.216399765014648438e+01 2.805117070674896240e-01 1.318949937820434570e+00 5.927635356783866882e-02
1.228568935394287109e+01 2.304324060678482056e-01 1.316719174385070801e+00 6.073316559195518494e-02
1.237066459655761719e+01 1.732351928949356079e-01 1.305717825889587402e+00 6.783953309059143066e-02
1.244240379333496094e+01 1.456688642501831055e-01 1.303747177124023438e+00 5.390821024775505066e-02
1.220184612274169922e+01 1.334186345338821411e-01 1.330245018005371094e+00 6.479666382074356079e-02
1.215551185607910156e+01 5.648295208811759949e-02 1.337919473648071289e+00 5.563213303685188293e-02
1.244836521148681641e+01 5.477345734834671021e-02 1.351400732994079590e+00 6.840182840824127197e-02
1.243977832794189453e+01 1.109002754092216492e-01 1.354633450508117676e+00 5.782485753297805786e-02
1.210049343109130859e+01 1.264332234859466553e-01 1.301436781883239746e+00 5.057250708341598511e-02
1.246323299407958984e+01 8.980359137058258057e-02 1.301105618476867676e+00 5.280712991952896118e-02
1.234367370605468750e+01 1.590068936347961426e-01 1.337615132331848145e+00 7.217235118150711060e-02
1.201916313171386719e+01 7.810498028993606567e-02 1.348143815994262695e+00 5.851862207055091858e-02
1.227516269683837891e+01 1.475275307893753052e-01 1.337005734443664551e+00 6.644336879253387451e-02
1.183881473541259766e+01 2.271641790866851807e-01 1.328071713447570801e+00 7.140114158391952515e-02
1.247890472412109375e+01 1.406999081373214722e-01 1.378556966781616211e+00 8.198706060647964478e-02
1.264406776428222656e+01 1.185673773288726807e-01 1.799705862998962402e+00 2.986266277730464935e-02
1.260284900665283203e+01 7.341139763593673706e-02 1.647494912147521973e+00 2.241788245737552643e-02
1.262870979309082031e+01 7.826469838619232178e-02 1.686012864112854004e+00 2.864690311253070831e-02
1.260654354095458984e+01 8.046261221170425415e-02 1.671295642852783203e+00 2.800435759127140045e-02
1.266550636291503906e+01 7.965940982103347778e-02 1.636924982070922852e+00 3.166921809315681458e-02
1.268498039245605469e+01 6.546632200479507446e-02 1.605060815811157227e+00 3.361937403678894043e-02
1.265803527832031250e+01 1.309082210063934326e-01 1.730481386184692383e+00 2.265961654484272003e-02
1.267418003082275391e+01 8.015330135822296143e-02 1.670305967330932617e+00 3.055356629192829132e-02
1.263040065765380859e+01 6.158221885561943054e-02 1.635547041893005371e+00 2.899234369397163391e-02
1.263560867309570312e+01 1.624958515167236328e-01 1.766868233680725098e+00 4.503015428781509399e-02
1.262288379669189453e+01 1.115929409861564636e-01 1.627655625343322754e+00 2.785564586520195007e-02
1.257598590850830078e+01 9.038151800632476807e-02 1.632623910903930664e+00 2.571960724890232086e-02
1.260743236541748047e+01 9.080778807401657104e-02 1.689683198928833008e+00 3.611936047673225403e-02
1.259793090820312500e+01 9.018719941377639771e-02 1.636772036552429199e+00 3.003535047173500061e-02
1.259710216522216797e+01 1.931814104318618774e-01 1.628903031349182129e+00 2.687051892280578613e-02
1.260754680633544922e+01 6.614416092634201050e-02 1.582960009574890137e+00 2.342344820499420166e-02
1.261789894104003906e+01 8.700992166996002197e-02 1.583997130393981934e+00 2.540389820933341980e-02
1.267912864685058594e+01 1.279223710298538208e-01 1.670164346694946289e+00 2.905114181339740753e-02
1.256431388854980469e+01 6.783904135227203369e-02 1.580356001853942871e+00 3.515394777059555054e-02
1.258173751831054688e+01 6.955929100513458252e-02 1.537765145301818848e+00 3.391231968998908997e-02
1.257798767089843750e+01 8.541879057884216309e-02 1.554715156555175781e+00 2.774973399937152863e-02
1.264929294586181641e+01 8.104737102985382080e-02 1.594235301017761230e+00 3.802759572863578796e-02
1.260151004791259766e+01 9.790369123220443726e-02 1.540254712104797363e+00 3.012600727379322052e-02
1.253168201446533203e+01 1.502206921577453613e-01 1.586064219474792480e+00 3.189901635050773621e-02
1.266547679901123047e+01 8.284275233745574951e-02 1.552864193916320801e+00 2.920592576265335083e-02
1.263981723785400391e+01 9.441383928060531616e-02 1.574395298957824707e+00 2.879242599010467529e-02
1.266395092010498047e+01 8.276023715734481812e-02 1.592714905738830566e+00 2.909668907523155212e-02
1.262695789337158203e+01 1.128098145127296448e-01 1.523513555526733398e+00 3.188452869653701782e-02
1.252912998199462891e+01 1.023574993014335632e-01 1.599265217781066895e+00 3.118064999580383301e-02
1.260657119750976562e+01 1.788283139467239380e-01 1.619936108589172363e+00 3.103996068239212036e-02
1.269833374023437500e+01 1.107680499553680420e-01 1.642996430397033691e+00 4.034462198615074158e-02
1.254374313354492188e+01 1.021968573331832886e-01 1.528250813484191895e+00 3.293461352586746216e-02
1.257915115356445312e+01 7.979930937290191650e-02 1.640729546546936035e+00 3.738487884402275085e-02
1.266067409515380859e+01 1.120494008064270020e-01 1.598430991172790527e+00 3.246984258294105530e-02
1.256051540374755859e+01 1.097775325179100037e-01 1.579658985137939453e+00 2.893150039017200470e-02
1.262547969818115234e+01 9.555678814649581909e-02 1.603742957115173340e+00 2.980111166834831238e-02
1.253560638427734375e+01 8.272340148687362671e-02 1.593729019165039062e+00 3.898468241095542908e-02
1.269495582580566406e+01 1.081266850233078003e-01 1.529622912406921387e+00 3.925891220569610596e-02
1.256845188140869141e+01 9.904335439205169678e-02 1.534874558448791504e+00 4.126434773206710815e-02
1.264101886749267578e+01 1.018255352973937988e-01 1.479478836059570312e+00 3.612339869141578674e-02
1.263528919219970703e+01 6.004754453897476196e-02 1.564937472343444824e+00 3.793585672974586487e-02
1.261591720581054688e+01 1.082788035273551941e-01 1.541969895362854004e+00 2.655400894582271576e-02
1.265649127960205078e+01 1.279637813568115234e-01 1.566737771034240723e+00 4.719873145222663879e-02
1.260237598419189453e+01 1.877950876951217651e-01 1.518322587013244629e+00 2.960694767534732819e-02
1.267303848266601562e+01 7.749839872121810913e-02 1.528250813484191895e+00 3.707765042781829834e-02
1.259261226654052734e+01 7.992240041494369507e-02 1.451351642608642578e+00 3.436235338449478149e-02
1.255770397186279297e+01 9.246059507131576538e-02 1.488392114639282227e+00 3.305890411138534546e-02
1.265328407287597656e+01 8.469952642917633057e-02 1.505067110061645508e+00 3.332334756851196289e-02
1.255397033691406250e+01 1.461372524499893188e-01 1.508778572082519531e+00 2.798812836408615112e-02
1.266144752502441406e+01 1.473956704139709473e-01 1.517115831375122070e+00 3.112109005451202393e-02
1.259913825988769531e+01 1.150964051485061646e-01 1.510418057441711426e+00 3.034095093607902527e-02
1.258969211578369141e+01 1.363475322723388672e-01 1.605718255043029785e+00 4.661352187395095825e-02
1.263452816009521484e+01 8.479981869459152222e-02 1.519926428794860840e+00 3.204168379306793213e-02
1.252082347869873047e+01 6.045105680823326111e-02 1.542919874191284180e+00 3.492784500122070312e-02
1.260878276824951172e+01 7.339477539062500000e-02 1.595414161682128906e+00 3.830217570066452026e-02
1.262775516510009766e+01 9.545359760522842407e-02 1.556926012039184570e+00 3.793329000473022461e-02
1.261983966827392578e+01 1.034989058971405029e-01 1.420270085334777832e+00 3.052680939435958862e-02
1.260274982452392578e+01 8.576577901840209961e-02 1.500696659088134766e+00 3.728909790515899658e-02
1.261592674255371094e+01 8.183779567480087280e-02 1.549325346946716309e+00 3.520147502422332764e-02
1.252775573730468750e+01 1.167999431490898132e-01 1.495011925697326660e+00 4.672800749540328979e-02
1.259057235717773438e+01 6.418599933385848999e-02 1.512458562850952148e+00 3.290399163961410522e-02
1.255115413665771484e+01 1.432764530181884766e-01 1.459706902503967285e+00 3.161969035863876343e-02
1.253139400482177734e+01 8.177530765533447266e-02 1.492034792900085449e+00 3.524965792894363403e-02
1.258647727966308594e+01 8.088294416666030884e-02 1.456476688385009766e+00 3.855334967374801636e-02
1.268501567840576172e+01 9.180846810340881348e-02 1.472169399261474609e+00 3.388395532965660095e-02
1.269500446319580078e+01 1.068769991397857666e-01 1.538532614707946777e+00 4.613162204623222351e-02
1.255267143249511719e+01 1.596211642026901245e-01 1.515299439430236816e+00 4.624569416046142578e-02
1.252971744537353516e+01 9.590177237987518311e-02 1.465642929077148438e+00 3.316579759120941162e-02
1.257590770721435547e+01 7.904981076717376709e-02 1.476835131645202637e+00 3.620294108986854553e-02
1.263913822174072266e+01 1.067463085055351257e-01 1.496915102005004883e+00 3.239561617374420166e-02
1.262855148315429688e+01 9.317650645971298218e-02 1.454387426376342773e+00 3.441553562879562378e-02
1.267963027954101562e+01 1.406726539134979248e-01 1.491180419921875000e+00 3.405796363949775696e-02
1.252203464508056641e+01 1.028671190142631531e-01 1.457402110099792480e+00 3.257249295711517334e-02
1.263991165161132812e+01 6.767582148313522339e-02 1.451117277145385742e+00 4.122762754559516907e-02
1.260227108001708984e+01 9.126143157482147217e-02 1.374660134315490723e+00 4.285945370793342590e-02
1.267860794067382812e+01 1.032786965370178223e-01 1.452521800994873047e+00 3.452674299478530884e-02
1.258011913299560547e+01 9.049082547426223755e-02 1.525493741035461426e+00 3.434659168124198914e-02
1.258099842071533203e+01 9.625554084777832031e-02 1.435603141784667969e+00 3.190540149807929993e-02
1.266655158996582031e+01 1.031771972775459290e-01 1.529622912406921387e+00 3.825032338500022888e-02
1.263393211364746094e+01 9.579894691705703735e-02 1.399121999740600586e+00 4.097170382738113403e-02
1.260401439666748047e+01 1.489363908767700195e-01 1.451585888862609863e+00 3.393042460083961487e-02
1.265638160705566406e+01 1.472696363925933838e-01 1.463369369506835938e+00 3.300751373171806335e-02
1.258275985717773438e+01 2.190527617931365967e-01 1.470602989196777344e+00 3.357059508562088013e-02
1.264043426513671875e+01 9.252677112817764282e-02 1.453455567359924316e+00 3.451613336801528931e-02
1.259432792663574219e+01 2.546494603157043457e-01 1.435116887092590332e+00 3.347324207425117493e-02
1.267302989959716797e+01 6.775810569524765015e-02 1.464507699012756348e+00 3.311277553439140320e-02
1.254557514190673828e+01 9.619367867708206177e-02 1.546511054039001465e+00 5.091765150427818298e-02
1.258328247070312500e+01 1.377079337835311890e-01 1.505687832832336426e+00 3.561547026038169861e-02
1.259885311126708984e+01 9.788292646408081055e-02 1.384063959121704102e+00 3.506756201386451721e-02
1.252706527709960938e+01 1.321512311697006226e-01 1.451117277145385742e+00 3.621089830994606018e-02
1.256154632568359375e+01 1.638663262128829956e-01 1.434386491775512695e+00 4.056952893733978271e-02
1.256336116790771484e+01 1.256235688924789429e-01 1.407497882843017578e+00 3.438527509570121765e-02
1.255467128753662109e+01 8.889634162187576294e-02 1.420270085334777832e+00 3.216005489230155945e-02
1.258832550048828125e+01 8.472482860088348389e-02 1.481451153755187988e+00 4.523420333862304688e-02
1.265899658203125000e+01 1.453233659267425537e-01 1.471051096916198730e+00 4.276558384299278259e-02
1.259813308715820312e+01 1.358374953269958496e-01 1.423030257225036621e+00 4.137118905782699585e-02
1.252000904083251953e+01 1.122763156890869141e-01 1.457402110099792480e+00 3.328963369131088257e-02
1.261939525604248047e+01 8.115966618061065674e-02 1.330245018005371094e+00 4.183141887187957764e-02
1.263836765289306641e+01 5.267005041241645813e-02 1.422279238700866699e+00 3.588054329156875610e-02
1.257774734497070312e+01 1.070283204317092896e-01 1.438750624656677246e+00 3.635324537754058838e-02
1.253385448455810547e+01 1.432113945484161377e-01 1.403330206871032715e+00 3.714048489928245544e-02
1.268429756164550781e+01 8.937003463506698608e-02 1.496070265769958496e+00 3.798680379986763000e-02
1.252815246582031250e+01 9.267304092645645142e-02 1.477718114852905273e+00 3.886427730321884155e-02
1.268768119812011719e+01 6.956502795219421387e-02 1.447349429130554199e+00 4.254266619682312012e-02
1.254169654846191406e+01 1.527096927165985107e-01 1.512662053108215332e+00 4.160422086715698242e-02
1.269133949279785156e+01 7.808417826890945435e-02 1.471946001052856445e+00 3.689674288034439087e-02
1.259232425689697266e+01 9.771420061588287354e-02 1.438267827033996582e+00 4.427388682961463928e-02
1.254173088073730469e+01 8.327902108430862427e-02 1.321169376373291016e+00 4.034404084086418152e-02
1.269437503814697266e+01 1.119939014315605164e-01 1.398063659667968750e+00 3.728229925036430359e-02
1.252504730224609375e+01 8.512849360704421997e-02 1.482542991638183594e+00 5.065008252859115601e-02
1.259095287322998047e+01 9.398981928825378418e-02 1.396471142768859863e+00 3.293589130043983459e-02
1.259976768493652344e+01 1.122442707419395447e-01 1.400968074798583984e+00 4.102773219347000122e-02
1.266238498687744141e+01 6.859716773033142090e-02 1.446639418601989746e+00 3.631518408656120300e-02
1.258542633056640625e+01 9.692193567752838135e-02 1.440195679664611816e+00 3.659997507929801941e-02
1.266738605499267578e+01 1.037965342402458191e-01 1.472838997840881348e+00 4.282611981034278870e-02
1.263680553436279297e+01 6.137146800756454468e-02 1.448766231536865234e+00 3.895998746156692505e-02
1.259068679809570312e+01 1.509805172681808472e-01 1.410854935646057129e+00 4.572790116071701050e-02
1.258659267425537109e+01 7.091470062732696533e-02 1.526677489280700684e+00 4.900296404957771301e-02
1.256448936462402344e+01 1.300292462110519409e-01 1.428004264831542969e+00 3.996414691209793091e-02
1.267001628875732422e+01 9.071057289838790894e-02 1.418504476547241211e+00 4.341904446482658386e-02
1.257093334197998047e+01 1.305569559335708618e-01 1.509394049644470215e+00 5.356831848621368408e-02
1.260636520385742188e+01 1.009204611182212830e-01 1.519125342369079590e+00 3.661478683352470398e-02
1.265615367889404297e+01 1.285783946514129639e-01 1.438509345054626465e+00 3.478136286139488220e-02
1.268001365661621094e+01 7.046143710613250732e-02 1.469030976295471191e+00 3.771944344043731689e-02
1.258236789703369141e+01 7.076250761747360229e-02 1.481232404708862305e+00 3.732585534453392029e-02
1.269486618041992188e+01 9.579525142908096313e-02 1.502158284187316895e+00 4.708776250481605530e-02
1.266817474365234375e+01 8.616568148136138916e-02 1.450413227081298828e+00 4.755104705691337585e-02
1.260021209716796875e+01 2.137781530618667603e-01 1.465642929077148438e+00 4.596801474690437317e-02
1.252152442932128906e+01 1.922159492969512939e-01 1.402281999588012695e+00 3.938469663262367249e-02
1.264161586761474609e+01 9.494838118553161621e-02 1.464280247688293457e+00 3.649390116333961487e-02
1.264263725280761719e+01 8.474459499120712280e-02 1.476392865180969238e+00 3.916236013174057007e-02
1.252113819122314453e+01 1.378544420003890991e-01 1.402019500732421875e+00 3.893392533063888550e-02
