# log10mustar log10mustar_err log10lambda log10lambda_err
1.266751384735107422e+01 9.824217110872268677e-02 1.414951443672180176e+00 4.415613785386085510e-02
1.255386638641357422e+01 1.462293714284896851e-01 1.352579116821289062e+00 4.316391795873641968e-02
1.267768383026123047e+01 1.757770478725433350e-01 1.412395715713500977e+00 3.978724032640457153e-02
1.266840171813964844e+01 1.236644461750984192e-01 1.361027717590332031e+00 4.212693497538566589e-02
1.257951831817626953e+01 1.035151928663253784e-01 1.364189743995666504e+00 4.011971503496170044e-02
1.265899085998535156e+01 1.445800662040710449e-01 1.535067915916442871e+00 4.230488836765289307e-02
1.261459922790527344e+01 1.161512657999992371e-01 1.364476084709167480e+00 4.144196957349777222e-02
1.254635524749755859e+01 1.390826106071472168e-01 1.369880795478820801e+00 4.176497086882591248e-02
1.253151893615722656e+01 1.178680732846260071e-01 1.319585204124450684e+00 4.571289569139480591e-02
1.255289840698242188e+01 1.348661780357360840e-01 1.451117277145385742e+00 3.732698410749435425e-02
1.261751747131347656e+01 1.606104373931884766e-01 1.400177955627441406e+00 3.839383274316787720e-02
1.269000244140625000e+01 9.517425298690795898e-02 1.379940271377563477e+00 4.203649982810020447e-02
1.262787723541259766e+01 1.345889568328857422e-01 1.418504476547241211e+00 4.014467820525169373e-02
1.258162117004394531e+01 1.032981723546981812e-01 1.306699872016906738e+00 3.353268653154373169e-02
1.263427066802978516e+01 6.781279295682907104e-02 1.395672678947448730e+00 4.263504594564437866e-02
1.256300544738769531e+01 6.617254018783569336e-02 1.450178384780883789e+00 4.616241157054901123e-02
1.263841342926025391e+01 1.099807918071746826e-01 1.423030257225036621e+00 3.813835233449935913e-02
1.269220829010009766e+01 9.267044067382812500e-02 1.476392865180969238e+00 5.555358529090881348e-02
1.259686851501464844e+01 1.331197917461395264e-01 1.373540282249450684e+00 3.702264651656150818e-02
1.258714103698730469e+01 1.768684834241867065e-01 1.409566879272460938e+00 4.543471336364746094e-02
1.266827106475830078e+01 1.258729696273803711e-01 1.470154404640197754e+00 4.006393998861312866e-02
1.268436527252197266e+01 7.566519826650619507e-02 1.365904927253723145e+00 3.856809064745903015e-02
1.263204193115234375e+01 1.114782020449638367e-01 1.446165323257446289e+00 4.376164451241493225e-02
1.252444553375244141e+01 1.425884813070297241e-01 1.345161557197570801e+00 4.045026749372482300e-02
1.260709667205810547e+01 1.184058412909507751e-01 1.336395382881164551e+00 4.955028370022773743e-02
1.255132961273193359e+01 1.408722549676895142e-01 1.372136473655700684e+00 4.453803598880767822e-02
1.268060207366943359e+01 1.449612081050872803e-01 1.371010065078735352e+00 4.307140409946441650e-02
1.259495449066162109e+01 1.471039652824401855e-01 1.346953392028808594e+00 4.268398135900497437e-02
1.259022331237792969e+01 1.058074310421943665e-01 1.347251296043395996e+00 4.095547273755073547e-02
1.253794574737548828e+01 1.216313242912292480e-01 1.371855139732360840e+00 4.365349560976028442e-02
1.268461608886718750e+01 9.949523955583572388e-02 1.305390000343322754e+00 4.184395074844360352e-02
1.269611740112304688e+01 1.427571326494216919e-01 1.343962907791137695e+00 4.162953421473503113e-02
1.262630462646484375e+01 1.742717176675796509e-01 1.412395715713500977e+00 4.688121378421783447e-02
1.254964923858642578e+01 1.393959969282150269e-01 1.318949937820434570e+00 4.191019013524055481e-02
1.255723571777343750e+01 1.715576797723770142e-01 1.321169376373291016e+00 4.749710485339164734e-02
1.261233615875244141e+01 9.843411296606063843e-02 1.303417921066284180e+00 4.311345890164375305e-02
1.259694576263427734e+01 7.766745984554290771e-02 1.359872102737426758e+00 3.516983985900878906e-02
1.268870925903320312e+01 7.901136577129364014e-02 1.397268056869506836e+00 4.731538519263267517e-02
1.265146446228027344e+01 1.286336332559585571e-01 1.396205186843872070e+00 5.164939910173416138e-02
1.265601444244384766e+01 1.931043714284896851e-01 1.312545657157897949e+00 5.763190612196922302e-02
1.254337978363037109e+01 1.355712413787841797e-01 1.317676663398742676e+00 4.047590866684913635e-02
1.253853607177734375e+01 8.709278702735900879e-02 1.387606382369995117e+00 6.966931372880935669e-02
1.261115455627441406e+01 1.137693524360656738e-01 1.315759658813476562e+00 4.334762319922447205e-02
1.253171825408935547e+01 2.532402873039245605e-01 1.343962907791137695e+00 3.867503255605697632e-02
1.268250465393066406e+01 7.536733895540237427e-02 1.449472904205322266e+00 4.405110329389572144e-02
1.257032012939453125e+01 9.810103476047515869e-02 1.310929656028747559e+00 4.102361574769020081e-02
1.253104972839355469e+01 1.421752870082855225e-01 1.391120195388793945e+00 4.081650450825691223e-02
1.256070232391357422e+01 1.300410330295562744e-01 1.326200127601623535e+00 3.917234390974044800e-02
1.265414714813232422e+01 1.844806075096130371e-01 1.384883999824523926e+00 4.838108271360397339e-02
1.268987178802490234e+01 1.058200448751449585e-01 1.358423233032226562e+00 4.391129687428474426e-02
1.262921047210693359e+01 1.939785033464431763e-01 1.352284789085388184e+00 5.181742459535598755e-02
1.262928009033203125e+01 1.228114664554595947e-01 1.410340189933776855e+00 4.627832397818565369e-02
1.268114471435546875e+01 8.835449814796447754e-02 1.410082578659057617e+00 4.394914209842681885e-02
1.258028984069824219e+01 9.983414411544799805e-02 1.461313128471374512e+00 5.388998240232467651e-02
1.266837024688720703e+01 1.140632033348083496e-01 1.354340672492980957e+00 4.157412797212600708e-02
1.258938503265380859e+01 6.842792034149169922e-02 1.340044260025024414e+00 5.230923369526863098e-02
1.255395984649658203e+01 1.274175941944122314e-01 1.374380469322204590e+00 4.508999362587928772e-02
1.268429470062255859e+01 1.145607233047485352e-01 1.335784316062927246e+00 4.867709055542945862e-02
1.252573871612548828e+01 1.392225325107574463e-01 1.398857712745666504e+00 6.026929244399070740e-02
1.269806671142578125e+01 7.480798661708831787e-02 1.314797878265380859e+00 5.347717553377151489e-02
1.260010719299316406e+01 1.114677861332893372e-01 1.331790804862976074e+00 4.282202571630477905e-02
1.258891296386718750e+01 1.680712252855300903e-01 1.362755298614501953e+00 4.738527536392211914e-02
1.269144821166992188e+01 1.753021329641342163e-01 1.359293103218078613e+00 4.210987687110900879e-02
1.256882190704345703e+01 9.353348612785339355e-02 1.356678247451782227e+00 4.162416234612464905e-02
1.260782241821289062e+01 9.859825670719146729e-02 1.311576843261718750e+00 5.079760402441024780e-02
1.252037525177001953e+01 1.030501872301101685e-01 1.320219635963439941e+00 4.257128387689590454e-02
1.257682514190673828e+01 1.776248067617416382e-01 1.320219635963439941e+00 4.146302118897438049e-02
1.253532886505126953e+01 1.157094463706016541e-01 1.378556966781616211e+00 5.551100522279739380e-02
1.268076705932617188e+01 1.156298741698265076e-01 1.310605764389038086e+00 6.684234738349914551e-02
1.256383895874023438e+01 1.382235437631607056e-01 1.350219249725341797e+00 4.603747650980949402e-02
1.261760616302490234e+01 5.461011081933975220e-02 1.315759658813476562e+00 4.577690735459327698e-02
1.253150177001953125e+01 8.187897503376007080e-02 1.427261829376220703e+00 4.497984051704406738e-02
1.267647266387939453e+01 1.008611246943473816e-01 1.303747177124023438e+00 3.952872380614280701e-02
1.267623043060302734e+01 1.796308308839797974e-01 1.358132958412170410e+00 3.890174627304077148e-02
1.257903766632080078e+01 1.030921041965484619e-01 1.303417921066284180e+00 4.103236272931098938e-02
1.256670188903808594e+01 7.864351570606231689e-02 1.315118670463562012e+00 6.335814297199249268e-02
1.261879348754882812e+01 1.018775105476379395e-01 1.324947834014892578e+00 4.817533120512962341e-02
1.259454822540283203e+01 8.283009380102157593e-02 1.340649485588073730e+00 4.487767070531845093e-02
1.269218254089355469e+01 1.465086191892623901e-01 1.394071340560913086e+00 4.393154010176658630e-02
1.255105590820312500e+01 7.393259555101394653e-02 1.368748545646667480e+00 4.758767038583755493e-02
1.266082191467285156e+01 9.920782595872879028e-02 1.376334547996520996e+00 6.082962453365325928e-02
1.260297489166259766e+01 9.633965045213699341e-02 1.311576843261718750e+00 5.769773572683334351e-02
1.259210395812988281e+01 7.754220068454742432e-02 1.322117090225219727e+00 4.963266104459762573e-02
1.267115783691406250e+01 7.716321945190429688e-02 1.347548961639404297e+00 4.862350970506668091e-02
1.263806056976318359e+01 8.724273741245269775e-02 1.379940271377563477e+00 4.936509206891059875e-02
1.264150428771972656e+01 7.560631632804870605e-02 1.402281999588012695e+00 4.511633142828941345e-02
1.265141677856445312e+01 1.233490630984306335e-01 1.306372761726379395e+00 4.341870918869972229e-02
1.264353942871093750e+01 6.963908672332763672e-02 1.376891255378723145e+00 6.026285886764526367e-02
1.268552398681640625e+01 6.584546715021133423e-02 1.390042066574096680e+00 4.723253101110458374e-02
1.253393650054931641e+01 1.171381473541259766e-01 1.338831424713134766e+00 5.233946070075035095e-02
1.264346313476562500e+01 1.387444734573364258e-01 1.310605764389038086e+00 4.469740390777587891e-02
1.269809913635253906e+01 1.477699428796768188e-01 1.384063959121704102e+00 4.579380154609680176e-02
1.261743164062500000e+01 6.834262609481811523e-02 1.338831424713134766e+00 5.760965868830680847e-02
1.265854740142822266e+01 1.209245473146438599e-01 1.364189743995666504e+00 4.845791310071945190e-02
1.254746627807617188e+01 5.788207799196243286e-02 1.358132958412170410e+00 4.172856360673904419e-02
1.257145595550537109e+01 9.548001736402511597e-02 1.369880795478820801e+00 4.566888883709907532e-02
1.263929462432861328e+01 5.318431183695793152e-02 1.408274888992309570e+00 4.777054116129875183e-02
1.267802906036376953e+01 7.148238271474838257e-02 1.315118670463562012e+00 5.648581683635711670e-02
1.260686016082763672e+01 1.314309388399124146e-01 1.303417921066284180e+00 5.633166804909706116e-02
1.266534900665283203e+01 1.103252694010734558e-01 1.326200127601623535e+00 4.886088892817497253e-02
1.252517700195312500e+01 1.048384308815002441e-01 1.331482052803039551e+00 5.181397125124931335e-02
1.254764842987060547e+01 1.643478125333786011e-01 1.330864071846008301e+00 4.734494537115097046e-02
1.253549098968505859e+01 1.031197980046272278e-01 1.427261829376220703e+00 7.128249108791351318e-02
1.260569572448730469e+01 9.401041269302368164e-02 1.353460788726806641e+00 4.370059072971343994e-02
1.268357086181640625e+01 8.450140804052352905e-02 1.303088307380676270e+00 4.641514271497726440e-02
1.258040046691894531e+01 1.370447278022766113e-01 1.356969594955444336e+00 4.396198317408561707e-02
1.263785266876220703e+01 7.061097025871276855e-02 1.310929656028747559e+00 5.032837390899658203e-02
1.257282638549804688e+01 1.244139447808265686e-01 1.317038536071777344e+00 4.535919055342674255e-02
1.269103622436523438e+01 9.738689661026000977e-02 1.324320435523986816e+00 4.924771189689636230e-02
1.252405357360839844e+01 1.646008044481277466e-01 1.403330206871032715e+00 4.971430450677871704e-02
1.264483737945556641e+01 1.263539046049118042e-01 1.353167057037353516e+00 6.323055177927017212e-02
1.257217788696289062e+01 1.103301867842674255e-01 1.308331608772277832e+00 7.009611278772354126e-02
1.268209457397460938e+01 9.200318902730941772e-02 1.314476847648620605e+00 4.598659276962280273e-02
1.259584426879882812e+01 7.230965793132781982e-02 1.393000483512878418e+00 4.567476361989974976e-02
1.262329578399658203e+01 8.192297816276550293e-02 1.313190340995788574e+00 5.431859940290451050e-02
1.264857959747314453e+01 1.033211052417755127e-01 1.441875457763671875e+00 6.576823443174362183e-02
1.252904319763183594e+01 1.113651916384696960e-01 1.373540282249450684e+00 8.043497055768966675e-02
1.255674839019775391e+01 9.551827609539031982e-02 1.324634194374084473e+00 5.377995222806930542e-02
1.266235256195068359e+01 8.340867608785629272e-02 1.335478425025939941e+00 6.041165441274642944e-02
1.256524467468261719e+01 2.042964547872543335e-01 1.302098155021667480e+00 4.980971664190292358e-02
1.261667156219482422e+01 1.320817917585372925e-01 1.319585204124450684e+00 4.919871315360069275e-02
1.265115642547607422e+01 7.826424390077590942e-02 1.310605764389038086e+00 4.585543647408485413e-02
1.253704166412353516e+01 1.616920828819274902e-01 1.304405093193054199e+00 4.907233268022537231e-02
1.265587425231933594e+01 7.763399928808212280e-02 1.310605764389038086e+00 5.220767855644226074e-02
1.268346023559570312e+01 6.348001956939697266e-02 1.390042066574096680e+00 6.751838326454162598e-02
1.253223609924316406e+01 8.612259477376937866e-02 1.372979283332824707e+00 6.677442044019699097e-02
1.264844512939453125e+01 1.152068972587585449e-01 1.307026743888854980e+00 5.530451238155364990e-02
1.258612537384033203e+01 1.127612218260765076e-01 1.302428483963012695e+00 4.853662103414535522e-02
1.259400749206542969e+01 6.144230440258979797e-02 1.323691964149475098e+00 5.142565444111824036e-02
1.259686279296875000e+01 7.963851094245910645e-02 1.327760338783264160e+00 6.901336461305618286e-02
1.269131565093994141e+01 7.981090247631072998e-02 1.322432518005371094e+00 6.169631332159042358e-02
1.286334896087646484e+01 6.102461367845535278e-02 1.829253673553466797e+00 1.865582354366779327e-02
1.276587772369384766e+01 6.348138302564620972e-02 1.646897792816162109e+00 2.423091605305671692e-02
1.281822204589843750e+01 6.527539342641830444e-02 1.799495697021484375e+00 1.917978003621101379e-02
1.285623359680175781e+01 6.312540918588638306e-02 1.775285601615905762e+00 2.079911716282367706e-02
1.277483463287353516e+01 9.151682257652282715e-02 1.788099288940429688e+00 2.169962599873542786e-02
1.279049682617187500e+01 7.596819102764129639e-02 1.751645565032958984e+00 2.061060257256031036e-02
1.286345672607421875e+01 5.058072879910469055e-02 1.792073965072631836e+00 1.861677318811416626e-02
1.280270385742187500e+01 9.113767743110656738e-02 1.807825207710266113e+00 2.307535521686077118e-02
1.280500030517578125e+01 7.173531502485275269e-02 1.798548579216003418e+00 2.124099992215633392e-02
1.285667800903320312e+01 5.613908544182777405e-02 1.771714210510253906e+00 2.499845623970031738e-02
1.277768325805664062e+01 6.639143824577331543e-02 1.662882566452026367e+00 2.374809235334396362e-02
1.281901931762695312e+01 6.282751262187957764e-02 1.745975136756896973e+00 2.229255065321922302e-02
1.276001548767089844e+01 6.137319654226303101e-02 1.654156446456909180e+00 2.423257008194923401e-02
1.275686836242675781e+01 1.023379340767860413e-01 1.708232760429382324e+00 2.290476113557815552e-02
1.271572113037109375e+01 7.653672248125076294e-02 1.716073632240295410e+00 2.410435490310192108e-02
1.284576129913330078e+01 8.315122872591018677e-02 1.793781638145446777e+00 3.856062889099121094e-02
1.281876277923583984e+01 5.397646129131317139e-02 1.676489591598510742e+00 2.525077573955059052e-02
1.281728649139404297e+01 5.901027843356132507e-02 1.747636675834655762e+00 2.899072319269180298e-02
1.276782321929931641e+01 7.731443643569946289e-02 1.702487826347351074e+00 2.927490323781967163e-02
1.276500225067138672e+01 1.097265854477882385e-01 1.680379271507263184e+00 3.523074090480804443e-02
1.278646183013916016e+01 7.309702783823013306e-02 1.656646728515625000e+00 3.904455155134201050e-02
1.278153324127197266e+01 8.822003006935119629e-02 1.657230615615844727e+00 2.752536721527576447e-02
1.277874851226806641e+01 6.013806164264678955e-02 1.677882790565490723e+00 2.678710408508777618e-02
1.286978435516357422e+01 8.859540522098541260e-02 1.662738561630249023e+00 2.968076243996620178e-02
1.277122402191162109e+01 1.008915528655052185e-01 1.723650336265563965e+00 3.765645995736122131e-02
1.286680793762207031e+01 9.129519015550613403e-02 1.682448863983154297e+00 2.765748836100101471e-02
1.281020355224609375e+01 7.939480990171432495e-02 1.610130310058593750e+00 2.479665540158748627e-02
1.283056259155273438e+01 7.452207058668136597e-02 1.650171875953674316e+00 3.294098004698753357e-02
1.280884933471679688e+01 1.162366047501564026e-01 1.572094440460205078e+00 2.499725669622421265e-02
1.281384849548339844e+01 8.167503774166107178e-02 1.633857131004333496e+00 2.806720137596130371e-02
1.272335147857666016e+01 8.526748418807983398e-02 1.657667994499206543e+00 2.837940678000450134e-02
1.271305370330810547e+01 7.051761448383331299e-02 1.679271459579467773e+00 3.094598650932312012e-02
1.280770587921142578e+01 8.472453802824020386e-02 1.620888710021972656e+00 2.793607674539089203e-02
1.277273464202880859e+01 9.541098773479461670e-02 1.645251393318176270e+00 2.752617001533508301e-02
1.285422420501708984e+01 7.774467766284942627e-02 1.597762346267700195e+00 2.760151214897632599e-02
1.284669876098632812e+01 1.388746947050094604e-01 1.691574215888977051e+00 3.082807548344135284e-02
1.279265880584716797e+01 7.631403952836990356e-02 1.623576641082763672e+00 2.566136047244071960e-02
1.274649906158447266e+01 1.342087686061859131e-01 1.585204124450683594e+00 2.749421820044517517e-02
1.279876995086669922e+01 8.042951673269271851e-02 1.671154379844665527e+00 2.967288345098495483e-02
1.286682224273681641e+01 7.817652076482772827e-02 1.593391299247741699e+00 2.580564282834529877e-02
1.286948585510253906e+01 4.523226618766784668e-02 1.735139012336730957e+00 3.463640436530113220e-02
1.284515762329101562e+01 6.697442382574081421e-02 1.618024468421936035e+00 2.556132711470127106e-02
1.285224723815917969e+01 8.657152950763702393e-02 1.672846198081970215e+00 2.678362652659416199e-02
1.280906391143798828e+01 1.352575272321701050e-01 1.672564744949340820e+00 2.712665125727653503e-02
1.272552299499511719e+01 9.401668608188629150e-02 1.614497900009155273e+00 2.656054683029651642e-02
1.283844184875488281e+01 5.844866856932640076e-02 1.710303068161010742e+00 3.391021490097045898e-02
1.277528095245361328e+01 6.033828482031822205e-02 1.644050240516662598e+00 2.773550339043140411e-02
1.276224136352539062e+01 6.665463745594024658e-02 1.498809933662414551e+00 3.734720125794410706e-02
1.277295112609863281e+01 8.009526133537292480e-02 1.559673786163330078e+00 3.952701389789581299e-02
1.273851966857910156e+01 6.035947799682617188e-02 1.624364018440246582e+00 3.720589354634284973e-02
1.275318050384521484e+01 9.658752381801605225e-02 1.622629880905151367e+00 3.163952752947807312e-02
1.282514190673828125e+01 8.137462288141250610e-02 1.653126955032348633e+00 2.707299962639808655e-02
1.277270126342773438e+01 7.650519907474517822e-02 1.562948346138000488e+00 2.825764380395412445e-02
1.277904319763183594e+01 9.280442446470260620e-02 1.572626471519470215e+00 3.413907438516616821e-02
1.284414863586425781e+01 7.841069251298904419e-02 1.640274763107299805e+00 3.617680817842483521e-02
1.284847450256347656e+01 8.152617514133453369e-02 1.574042081832885742e+00 3.129876032471656799e-02
1.282490253448486328e+01 7.095672935247421265e-02 1.728752732276916504e+00 4.086917638778686523e-02
1.286726570129394531e+01 1.124086752533912659e-01 1.586407780647277832e+00 2.658014558255672455e-02
1.280908966064453125e+01 1.260624974966049194e-01 1.583478808403015137e+00 2.844948135316371918e-02
1.276037502288818359e+01 8.001723885536193848e-02 1.572271823883056641e+00 2.537689730525016785e-02
1.277539157867431641e+01 1.370842009782791138e-01 1.616585254669189453e+00 2.998753264546394348e-02
1.280256175994873047e+01 9.625893831253051758e-02 1.585031986236572266e+00 2.757143601775169373e-02
1.287375545501708984e+01 7.267905026674270630e-02 1.626561164855957031e+00 3.033743984997272491e-02
1.286357975006103516e+01 8.326949179172515869e-02 1.674671769142150879e+00 2.659932523965835571e-02
1.279078674316406250e+01 1.133252084255218506e-01 1.576156973838806152e+00 4.093144834041595459e-02
1.272879981994628906e+01 8.782153576612472534e-02 1.586922526359558105e+00 2.988736703991889954e-02
1.271438312530517578e+01 1.460725665092468262e-01 1.536611199378967285e+00 3.437944874167442322e-02
1.271701049804687500e+01 7.920569181442260742e-02 1.600929021835327148e+00 2.732345461845397949e-02
1.276213169097900391e+01 8.855886012315750122e-02 1.573865532875061035e+00 3.275225311517715454e-02
1.282360839843750000e+01 8.969015628099441528e-02 1.571384072303771973e+00 2.808034792542457581e-02
1.283082103729248047e+01 9.282702952623367310e-02 1.504030466079711914e+00 3.355217725038528442e-02
1.280678367614746094e+01 7.344057410955429077e-02 1.598931789398193359e+00 3.494162857532501221e-02
1.280466938018798828e+01 9.536906331777572632e-02 1.595750331878662109e+00 2.697692997753620148e-02
1.281328201293945312e+01 9.580499678850173950e-02 1.578786134719848633e+00 3.035219758749008179e-02
1.271164035797119141e+01 6.790025532245635986e-02 1.565478324890136719e+00 3.432680666446685791e-02
1.286371326446533203e+01 7.332208007574081421e-02 1.581399440765380859e+00 3.526693210005760193e-02
1.276605796813964844e+01 8.997295796871185303e-02 1.579833388328552246e+00 4.433241486549377441e-02
1.271351718902587891e+01 9.684026241302490234e-02 1.569602966308593750e+00 2.961848862469196320e-02
1.281376838684082031e+01 8.389565348625183105e-02 1.563491702079772949e+00 3.012059442698955536e-02
1.286481094360351562e+01 7.513452321290969849e-02 1.537572979927062988e+00 3.019925393164157867e-02
1.285573673248291016e+01 6.445228308439254761e-02 1.651060461997985840e+00 3.681086376309394836e-02
1.281747531890869141e+01 8.360785245895385742e-02 1.610455274581909180e+00 3.198829293251037598e-02
1.282008266448974609e+01 6.418228149414062500e-02 1.643448352813720703e+00 3.310707956552505493e-02
1.284364128112792969e+01 1.420626342296600342e-01 1.550818800926208496e+00 3.027642145752906799e-02
1.276455783843994141e+01 1.139203831553459167e-01 1.480794668197631836e+00 3.334026038646697998e-02
1.281955623626708984e+01 5.167856067419052124e-02 1.652390003204345703e+00 3.026564046740531921e-02
1.274166297912597656e+01 1.031556054949760437e-01 1.500278115272521973e+00 3.176837787032127380e-02
1.284188365936279297e+01 1.306766271591186523e-01 1.586407780647277832e+00 3.201812133193016052e-02
1.280724334716796875e+01 5.589352920651435852e-02 1.630146861076354980e+00 4.223081097006797791e-02
1.276055908203125000e+01 8.332888036966323853e-02 1.484066963195800781e+00 3.701432421803474426e-02
1.275976467132568359e+01 9.420162439346313477e-02 1.590168952941894531e+00 2.968966774642467499e-02
1.276289939880371094e+01 1.193540096282958984e-01 1.606538772583007812e+00 3.773648664355278015e-02
1.285865020751953125e+01 6.279411166906356812e-02 1.519125342369079590e+00 3.648559376597404480e-02
1.270163440704345703e+01 1.940085142850875854e-01 1.501532435417175293e+00 3.227105364203453064e-02
1.274234771728515625e+01 7.346599549055099487e-02 1.579310059547424316e+00 3.305751830339431763e-02
1.277314949035644531e+01 9.416886419057846069e-02 1.618024468421936035e+00 3.372692689299583435e-02
1.272336864471435547e+01 9.573728591203689575e-02 1.545191407203674316e+00 2.934449911117553711e-02
1.272103691101074219e+01 1.181374713778495789e-01 1.613208293914794922e+00 3.424363583326339722e-02
1.279612827301025391e+01 9.377771615982055664e-02 1.544057130813598633e+00 3.539365157485008240e-02
1.272342300415039062e+01 8.039316534996032715e-02 1.589998722076416016e+00 3.474885597825050354e-02
1.282631111145019531e+01 6.631438434123992920e-02 1.555637598037719727e+00 3.340411186218261719e-02
1.282716751098632812e+01 1.087408587336540222e-01 1.545757532119750977e+00 2.938321791589260101e-02
1.273964309692382812e+01 1.123891547322273254e-01 1.570316195487976074e+00 3.426923602819442749e-02
1.287105464935302734e+01 4.852832853794097900e-02 1.570672512054443359e+00 3.216585889458656311e-02
1.277845668792724609e+01 1.080623716115951538e-01 1.605060815811157227e+00 4.349103197455406189e-02
1.280490303039550781e+01 7.099775224924087524e-02 1.543678402900695801e+00 3.090792521834373474e-02
1.283465385437011719e+01 1.675789058208465576e-01 1.584859609603881836e+00 3.441317379474639893e-02
1.284066295623779297e+01 5.712740495800971985e-02 1.510213375091552734e+00 2.688622660934925079e-02
1.272945880889892578e+01 6.241853907704353333e-02 1.532936930656433105e+00 3.374541178345680237e-02
1.279837036132812500e+01 7.479511946439743042e-02 1.499649524688720703e+00 3.262476995587348938e-02
1.272884464263916016e+01 8.818573504686355591e-02 1.588975667953491211e+00 3.211735561490058899e-02
1.282984638214111328e+01 1.066729351878166199e-01 1.538724303245544434e+00 3.018501959741115570e-02
1.273652458190917969e+01 8.294463157653808594e-02 1.456013321876525879e+00 3.508834540843963623e-02
1.280875873565673828e+01 1.214286834001541138e-01 1.547075390815734863e+00 3.593179583549499512e-02
1.286721324920654297e+01 6.923662126064300537e-02 1.468129992485046387e+00 4.718562215566635132e-02
1.280074024200439453e+01 5.504875630140304565e-02 1.623103499412536621e+00 3.948687016963958740e-02
1.273469257354736328e+01 9.294266998767852783e-02 1.507133007049560547e+00 3.669847920536994934e-02
1.285030269622802734e+01 1.231156215071678162e-01 1.541017889976501465e+00 3.343820571899414062e-02
1.285371780395507812e+01 8.524490892887115479e-02 1.544813632965087891e+00 3.444742038846015930e-02
1.275163364410400391e+01 1.289858371019363403e-01 1.488392114639282227e+00 2.884238772094249725e-02
1.275953292846679688e+01 5.779695883393287659e-02 1.552864193916320801e+00 3.327926620841026306e-02
1.272568798065185547e+01 1.211972609162330627e-01 1.480794668197631836e+00 3.297167643904685974e-02
1.280680465698242188e+01 1.049194186925888062e-01 1.579484581947326660e+00 3.605277836322784424e-02
1.283265209197998047e+01 8.523835241794586182e-02 1.554160594940185547e+00 3.502232953906059265e-02
1.273222160339355469e+01 7.721044123172760010e-02 1.523513555526733398e+00 3.195676580071449280e-02
1.280830669403076172e+01 6.596735119819641113e-02 1.526086091995239258e+00 3.428884223103523254e-02
1.271304798126220703e+01 9.792903065681457520e-02 1.556006073951721191e+00 4.300866648554801941e-02
1.278508567810058594e+01 9.620986878871917725e-02 1.548951148986816406e+00 3.419352695345878601e-02
1.283825874328613281e+01 8.451995998620986938e-02 1.616425037384033203e+00 4.888004809617996216e-02
1.273953247070312500e+01 1.237165629863739014e-01 1.473284840583801270e+00 3.329532966017723083e-02
1.271598529815673828e+01 1.013268902897834778e-01 1.465189099311828613e+00 3.922086581587791443e-02
1.286723804473876953e+01 9.070356935262680054e-02 1.534874558448791504e+00 3.574236854910850525e-02
1.284801101684570312e+01 7.633934915065765381e-02 1.492248177528381348e+00 3.617431595921516418e-02
1.275235176086425781e+01 7.022771239280700684e-02 1.547075390815734863e+00 3.000071085989475250e-02
1.276296901702880859e+01 7.182539254426956177e-02 1.522122144699096680e+00 3.535288572311401367e-02
1.282632350921630859e+01 7.084891945123672485e-02 1.495223879814147949e+00 3.474026918411254883e-02
1.271551799774169922e+01 6.422533094882965088e-02 1.561132192611694336e+00 4.638220742344856262e-02
1.271307659149169922e+01 9.325570613145828247e-02 1.441635847091674805e+00 3.352563828229904175e-02
1.276905727386474609e+01 5.941507220268249512e-02 1.507133007049560547e+00 3.614436462521553040e-02
1.279226112365722656e+01 6.182840839028358459e-02 1.478819370269775391e+00 4.197369143366813660e-02
1.276101684570312500e+01 1.067952588200569153e-01 1.544057130813598633e+00 4.071461781859397888e-02
1.283213329315185547e+01 1.333167254924774170e-01 1.525493741035461426e+00 3.652955219149589539e-02
1.271212100982666016e+01 6.162687391042709351e-02 1.430715918540954590e+00 4.481100663542747498e-02
1.274365711212158203e+01 6.080596521496772766e-02 1.514692187309265137e+00 3.164282813668251038e-02
1.285163211822509766e+01 7.694405317306518555e-02 1.536803722381591797e+00 4.092156141996383667e-02
1.276612472534179688e+01 1.321579962968826294e-01 1.494587898254394531e+00 3.306802734732627869e-02
1.271754360198974609e+01 8.872797340154647827e-02 1.501949787139892578e+00 3.397746011614799500e-02
1.272958946228027344e+01 8.949237316846847534e-02 1.526086091995239258e+00 3.248736634850502014e-02
1.272806835174560547e+01 1.165148466825485229e-01 1.536225914955139160e+00 3.658566251397132874e-02
1.276574134826660156e+01 6.924853473901748657e-02 1.539872527122497559e+00 3.695827350020408630e-02
1.271026325225830078e+01 7.358304411172866821e-02 1.469929933547973633e+00 5.851326137781143188e-02
1.274370384216308594e+01 7.362450659275054932e-02 1.582786798477172852e+00 5.422861874103546143e-02
1.275130844116210938e+01 7.244183868169784546e-02 1.487961530685424805e+00 3.159878402948379517e-02
1.280476093292236328e+01 7.582272589206695557e-02 1.498389601707458496e+00 3.254064545035362244e-02
1.278239345550537109e+01 7.769919186830520630e-02 1.534294247627258301e+00 3.515906259417533875e-02
1.285667037963867188e+01 8.763578534126281738e-02 1.530990481376647949e+00 3.234387561678886414e-02
1.274300003051757812e+01 7.829827815294265747e-02 1.495435595512390137e+00 3.378481790423393250e-02
1.282478141784667969e+01 1.225523501634597778e-01 1.563129544258117676e+00 3.846044465899467468e-02
1.271506404876708984e+01 7.525362819433212280e-02 1.557843804359436035e+00 3.958043828606605530e-02
1.280475902557373047e+01 9.659388661384582520e-02 1.421024680137634277e+00 3.040857054293155670e-02
